,Unnamed: 0,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,State
175,175,Chili's American Grill and Bar,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,"Mexican,  American,  Italian",4.5,1157,2000,Delhi NCR
176,176,Vikrant Cafe,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Fast Food,  Chinese,  South Indian",3.7,81,700,Delhi NCR
177,177,Tippling Street,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  Asian",4.3,1435,1800,Delhi NCR
178,178,The Bowton House Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Italian,  Continental",3.7,227,800,Delhi NCR
179,179,Bhukkad's Cafe,"Kamla Nagar, North Delhi", North Delhi,Delhi,Fast Food,4.7,3,400,Delhi NCR
180,180,JD Theatre Cafe,"Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,Fast Food,4.7,5,500,Delhi NCR
181,181,Moti Mahal Delux,"South Extension - 2, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,470,1500,Delhi NCR
182,182,The Laalten,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Continental,  Oriental ,  Fast Food",4.2,383,1600,Delhi NCR
183,183,Govardhan Vegetarian,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  South Indian",3.7,75,1000,Delhi NCR
184,184,Sambookas,"DDA Market Complex,Hudson Lane, North Delhi", North Delhi,Delhi,"Italian,  Continental,  Fast Food",4.3,553,1200,Delhi NCR
185,185,Clay 1 Grill,"Kirti Nagar, West Delhi", West Delhi,Delhi,North Indian,4.2,624,2000,Delhi NCR
186,186,Cafe Chill'm,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Fast Food,  Italian,  American",4.1,234,1800,Delhi NCR
187,187,Imly,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Street Food,  North Indian,  Chinese,  South Indian,  Fast Food",4.2,1363,800,Delhi NCR
188,188,The Hogwarts Kafe,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Continental,  Mexican,  Lebanese,  Oriental ",4.2,221,1200,Delhi NCR
189,189,Chimney Sizzlers,"Yashwant Place,Chanakyapuri, South Delhi", South Delhi,Delhi,"Chinese,  Fast Food",4.5,3,800,Delhi NCR
190,190,Sixth Empirica,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental",4.1,1008,1200,Delhi NCR
191,191,Limitless,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,681,2000,Delhi NCR
192,192,TESORO MIO KITCHEN 'N' KAFFE,"Preet Vihar, East Delhi", East Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",4.1,570,1600,Delhi NCR
193,193,Tikka Junction,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",4.0,1,1500,Delhi NCR
194,194,Blackmail Lounge,"Kamla Nagar, North Delhi", North Delhi,Delhi,"North Indian,  Italian,  Chinese",4.4,54,1400,Delhi NCR
195,195,The Flying Saucer,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Continental,  Mediterranean,  Oriental ",4.1,1832,2800,Delhi NCR
196,196,The Crypto Door,"Vijay Nagar, North Delhi", North Delhi,Delhi,"Continental,  American,  Italian,  Lebanese,  Fusion",4.7,51,800,Delhi NCR
197,197,3 Friends Pizza,"Pandav Nagar, East Delhi", East Delhi,Delhi,Pizza,5.0,1,400,Delhi NCR
198,198,Moets Curry Leaf,"Defence Colony, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Kashmiri",4.1,239,2000,Delhi NCR
199,199,Le Cirque,"The Leela Palace,Chanakyapuri, South Delhi", South Delhi,Delhi,"Italian,  Continental,  French",4.4,25,5000,Delhi NCR
200,200,Crazy Kitchen Rooftop & Lounge,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Chinese",4.3,268,700,Delhi NCR
201,201,Wow! Momo,"Laxmi Nagar, East Delhi", East Delhi,Delhi,"Fast Food,  Tibetan",3.5,12,400,Delhi NCR
202,202,The Qube,"The Leela Palace,Chanakyapuri, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Continental,  Asian",4.5,84,5000,Delhi NCR
203,203,Wow! Momo,"Kamla Nagar, North Delhi", North Delhi,Delhi,"Fast Food,  Tibetan",3.3,38,400,Delhi NCR
204,204,Cafe Delhi Heights,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Continental,  Modern Indian,  Italian,  American",4.5,809,2000,Delhi NCR
205,205,The Firangi Island,"Kirti Nagar, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,569,1600,Delhi NCR
206,206,Barbeque Nation,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.4,477,1700,Delhi NCR
207,207,Maestro A Restro Cafe,"Deep Cinema Complex,Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.3,387,1300,Delhi NCR
208,208,Antidot Waterbar and Cafe,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  Asian,  Modern Indian",4.2,1071,3000,Delhi NCR
209,209,Cafe Another Day,"Janak Place District Centre,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Chinese",4.3,257,1000,Delhi NCR
210,210,Wood Box Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Shakes",4.4,403,800,Delhi NCR
211,211,Chai Mantra,"Vikas Marg, East Delhi", East Delhi,Delhi,"Fast Food,  Tea,  Chinese",3.7,8,300,Delhi NCR
212,212,Imperfecto Ruin Pub,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Mediterranean",4.0,561,2400,Delhi NCR
213,213,La Piazza,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Italian,  Pizza",4.5,67,4500,Delhi NCR
214,214,New Kadimi,"Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.1,161,800,Delhi NCR
215,215,Megu,"The Leela Palace,Chanakyapuri, South Delhi", South Delhi,Delhi,"Japanese,  Seafood",4.3,27,5000,Delhi NCR
216,216,Cafe Diaries,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Fast Food",4.6,120,800,Delhi NCR
217,217,Nukkad Cafe & Bar,"SDA, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian",4.2,390,1500,Delhi NCR
218,218,Daawat Restaurant,"Krishna Nagar, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.0,22,600,Delhi NCR
219,219,Padmanabham,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,South Indian,4.4,100,700,Delhi NCR
220,220,RDX Reloaded Restaurant & Bar,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,116,1500,Delhi NCR
221,221,Ghoomar Traditional Thali Restaurant,"D Mall,Netaji Subhash Place, North Delhi", North Delhi,Delhi,Rajasthani,4.5,120,1000,Delhi NCR
222,222,Slique,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"North Indian,  Asian",4.0,58,2500,Delhi NCR
223,223,Cafe Delhi Heights,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.5,1251,2000,Delhi NCR
224,224,Shalom - Laidback Cafe,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.5,215,2000,Delhi NCR
225,225,The Chatter House,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Continental",4.2,815,2000,Delhi NCR
226,226,Underpass,"Defence Colony, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.4,56,1500,Delhi NCR
227,227,Bottle House,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental",4.1,21,1100,Delhi NCR
228,228,Three Tuns Cafe & Bar,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.8,431,2200,Delhi NCR
229,229,Mystique Melange,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Lebanese,  Oriental ",4.2,916,1800,Delhi NCR
230,230,The Turkey Project,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,"Italian,  American",4.8,79,1500,Delhi NCR
231,231,Radio Station,"Kailash Colony, South Delhi", South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.3,336,1600,Delhi NCR
232,232,Cafe Emoji's,"Moti Bagh, South Delhi", South Delhi,Delhi,Fast Food,5.0,1,500,Delhi NCR
233,233,Nehru Place Social,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  American,  Chinese",4.4,741,2000,Delhi NCR
234,234,Troy Lounge and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Multi-Cuisine,  Chinese,  Continental",3.8,176,1500,Delhi NCR
235,235,The Race Lounge And Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Lebanese,  Oriental ",3.8,278,1200,Delhi NCR
236,236,High Bae,"Dhaula Kuan, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,59,1600,Delhi NCR
237,237,Pipeline Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",4.2,155,800,Delhi NCR
238,238,Talli Station,"Naraina, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",5.0,4,1500,Delhi NCR
239,239,Brickyard Cafe And Lounge,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",4.4,18,700,Delhi NCR
240,240,The Construction Co. Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese",3.9,142,800,Delhi NCR
241,241,7 Old Town,"Hauz Khas, South Delhi", South Delhi,Delhi,"Italian,  Asian,  North Indian",4.2,95,1700,Delhi NCR
242,242,The Clay Oven,"Hotel Park Residency,Green Park, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,391,800,Delhi NCR
243,243,Greetoz Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",4.0,43,700,Delhi NCR
244,244,No. 1 Uncles Parantha,"South Extension - 1, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food",4.0,2,400,Delhi NCR
245,245,Two Pots Kitchen,"Janakpuri, West Delhi", West Delhi,Delhi,"Italian,  Chinese,  Continental,  Lebanese,  Desserts",4.9,17,600,Delhi NCR
246,246,The China Kitchen,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Chinese,  Seafood",4.5,55,4500,Delhi NCR
247,247,Madrina,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"North Indian,  Italian,  Chinese",4.2,370,2200,Delhi NCR
248,248,Taxi - World Food Cafe,"Vijay Nagar, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,312,1200,Delhi NCR
249,249,Pind Balluchi,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.1,193,1800,Delhi NCR
250,250,Fabcafe by Fabindia,"Lajpat Nagar - 3, South Delhi", South Delhi,Delhi,"Health Food,  Modern Indian,  North Indian,  Continental",4.4,69,1200,Delhi NCR
251,251,Kabila Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Chinese,  Shakes",3.7,67,1000,Delhi NCR
252,252,Summer House Cafe,"DDA Shopping Complex,Hauz Khas, South Delhi", South Delhi,Delhi,"Italian,  Mediterranean,  Finger Food",4.2,750,2300,Delhi NCR
253,253,Full Stop,"Vijay Nagar, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",5.0,2,1200,Delhi NCR
254,254,Imly,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Street Food,  North Indian,  Chinese,  South Indian,  Fast Food",4.1,2243,800,Delhi NCR
255,255,Mic Drop Bar and Restaurant,"South Extension - 2, South Delhi", South Delhi,Delhi,North Indian,4.0,408,1000,Delhi NCR
256,256,TK's Oriental Grill,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Thai,  Japanese,  Oriental ,  Indonesian,  Asian,  Sushi",4.5,36,4000,Delhi NCR
257,257,Young Wild Free Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Biryani",4.0,33,800,Delhi NCR
258,258,Gola Sizzlers,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,"Sizzlers,  North Indian,  Chinese",4.0,359,1200,Delhi NCR
259,259,Wow! Momo,"Palate of Delhi,Dhaula Kuan, West Delhi", West Delhi,Delhi,"Fast Food,  Tibetan",4.5,6,400,Delhi NCR
260,260,Rustic Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",3.9,30,800,Delhi NCR
261,261,The Branch Kitchen & Bar,"South Extension - 2, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  American",4.0,42,2200,Delhi NCR
262,262,Seasonings - The Spice Mysteries,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",4.1,945,1600,Delhi NCR
263,263,Kofuku,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Japanese,  Asian",4.5,116,1800,Delhi NCR
264,264,Infinity Lounge Dine and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  Multi-Cuisine,  Italian,  South Indian",4.1,205,1500,Delhi NCR
265,265,Bhalla King,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"Street Food,  Fast Food",5.0,1,300,Delhi NCR
266,266,The Piano Man Jazz Club,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,"European,  Asian,  Italian",4.4,323,2500,Delhi NCR
267,267,The Big House Cafe,"Satya Niketan, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.6,76,700,Delhi NCR
268,268,Fio Cookhouse and Bar,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  Italian",4.4,464,4000,Delhi NCR
269,269,Annakoot by ISKCON Bangalore,"Preet Vihar, East Delhi", East Delhi,Delhi,"South Indian,  Street Food,  Mithai",3.6,44,500,Delhi NCR
270,270,The Chai Story,"Naraina, West Delhi", West Delhi,Delhi,"Fast Food,  Tea",4.3,31,400,Delhi NCR
271,271,Ziu,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,Thai,4.4,232,1500,Delhi NCR
272,272,Meraki Cafe & Bar,"DDA Complex,Defence Colony, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Italian,  Continental",4.0,176,1600,Delhi NCR
273,273,Plum By Bent Chair,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,"Asian,  Continental,  Japanese,  Pizza,  Sushi",4.3,947,3000,Delhi NCR
274,274,TBK Kulcha's,"Janakpuri, West Delhi", West Delhi,Delhi,"Street Food,  Fast Food",4.5,4,500,Delhi NCR
275,275,Da Safe Zone,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Chinese,  Fast Food",3.6,8,1000,Delhi NCR
276,276,The Chai Story,"DLF South Square Mall,Sarojini Nagar, South Delhi", South Delhi,Delhi,"Fast Food,  Tea",3.0,14,400,Delhi NCR
277,277,Te Amo,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Continental,  Mexican,  European,  South American",4.3,86,2200,Delhi NCR
278,278,Only Bar,"Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"North Indian,  Chinese",4.1,19,1000,Delhi NCR
279,279,Amar Jyoti,"Sarojini Nagar, South Delhi", South Delhi,Delhi,North Indian,3.1,8,1000,Delhi NCR
280,280,Seoul Restaurant,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Japanese,  Korean",4.8,9,2000,Delhi NCR
281,281,Frozen Bottle,"Defence Colony, South Delhi", South Delhi,Delhi,"Shakes,  Desserts,  Ice Cream",3.0,2,300,Delhi NCR
282,282,Boombox Cafe,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Arabian,  North Indian,  Continental,  Mexican,  Oriental ",4.1,2399,2500,Delhi NCR
283,283,For God's Cake,"Hudson Lane, North Delhi", North Delhi,Delhi,"Desserts,  Bakery and Confectionary",4.5,175,500,Delhi NCR
284,284,Cafe Platonic,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental,  South Indian",3.9,20,1000,Delhi NCR
285,285,Chili's American Grill and Bar,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"Mexican,  American,  Italian",4.3,724,2000,Delhi NCR
286,286,IKK Panjab,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,North Indian,4.3,619,1800,Delhi NCR
287,287,Raftaar - The High Speed Bar and Lounge,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Continental,  North Indian,  Italian",4.2,1229,1600,Delhi NCR
288,288,Stupid Bar & Kitchen,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Seafood",3.9,20,1000,Delhi NCR
289,289,Turn Up,"Satya Niketan, South Delhi", South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",3.1,9,1200,Delhi NCR
290,290,Ada'e Haandi's,"RK Puram, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",5.0,1,800,Delhi NCR
291,291,Moh Maya Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.8,399,1500,Delhi NCR
292,292,Cafe Tesu,"Essex Farms,Aurobindo Marg, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Deli",4.4,165,2500,Delhi NCR
293,293,Spice Court,"PVR Payal,Naraina, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.1,41,1500,Delhi NCR
294,294,Waffle Street,"Janakpuri, West Delhi", West Delhi,Delhi,"Desserts,  Shakes,  Waffle,  Fast Food",4.1,7,400,Delhi NCR
295,295,Dramz,"Mehrauli, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  European,  Oriental ",4.1,816,2400,Delhi NCR
296,296,Sidewalk,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,Bakery and Confectionary,4.5,23,1000,Delhi NCR
297,297,Cafe,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"North Indian,  Multi-Cuisine,  Indian Cuisine,  European",4.2,77,4000,Delhi NCR
298,298,Veg Gulati,"Green Park, South Delhi", South Delhi,Delhi,"North Indian,  Biryani,  Indian Cuisine",4.4,207,1200,Delhi NCR
299,299,Cafe After Hours,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",4.2,257,1200,Delhi NCR
300,300,Pirates Of Grill,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  Mughlai",4.4,275,2000,Delhi NCR
301,301,Chili's American Grill and Bar,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Mexican,  American,  Italian",4.4,1789,2000,Delhi NCR
302,302,Oh Boy Lounge,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.3,88,1600,Delhi NCR
303,303,Lord of the Drinks Forum,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.2,919,2000,Delhi NCR
304,304,Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Mediterranean,  Middle Eastern",3.8,8,4500,Delhi NCR
305,305,Wow! Momo,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,"Fast Food,  Tibetan",3.6,40,400,Delhi NCR
306,306,Raasta,"Green Park, South Delhi", South Delhi,Delhi,"Finger Food,  Italian,  Chinese,  Continental,  Mediterranean",4.4,223,2000,Delhi NCR
307,307,Theos,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,20,900,Delhi NCR
308,308,Jazbaa Lounge and Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian,  Mughlai",4.1,2696,1600,Delhi NCR
309,309,Chili's American Grill and Bar,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Mexican,  American,  Italian",4.5,1202,2000,Delhi NCR
310,310,Ada'e Haandi's,"Moti Bagh, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Seafood",4.0,2,600,Delhi NCR
311,311,Cafe 27,"Kailash Colony, South Delhi", South Delhi,Delhi,"Italian,  North Indian,  Chinese,  Fast Food",4.2,415,1700,Delhi NCR
312,312,London Street,"Anand Vihar, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,88,1800,Delhi NCR
313,313,KOST,"Lajpat Nagar - 4, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Fast Food",5.0,1,1000,Delhi NCR
314,314,Sandoz,"Nehru Place, South Delhi", South Delhi,Delhi,North Indian,4.3,103,1000,Delhi NCR
315,315,Le Chef,"Cross River Mall,Shahdara, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,57,1000,Delhi NCR
316,316,Mad Over Donuts,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,"Desserts,  Doughnuts",4.0,27,400,Delhi NCR
317,317,Goosebumps,"Karkardooma, East Delhi", East Delhi,Delhi,"Desserts,  Ice Cream,  Fast Food",4.1,220,400,Delhi NCR
318,318,Shalom - Laidback Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.3,479,2000,Delhi NCR
319,319,4th Street Cafe,"Preet Vihar, East Delhi", East Delhi,Delhi,"Fast Food,  Shakes",4.4,22,500,Delhi NCR
320,320,MOC - The American Restaurant,"Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,"American,  Burger,  Fast Food",3.7,3,400,Delhi NCR
321,321,Naivedyam,"Hauz Khas Village, South Delhi", South Delhi,Delhi,South Indian,4.2,328,500,Delhi NCR
322,322,Drums of Heaven,"Green Park, South Delhi", South Delhi,Delhi,"Asian,  Chinese,  Thai,  Seafood",4.1,214,1400,Delhi NCR
