,Unnamed: 0,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,State
1302,1302,PizzaExpress,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"European,  Fast Food,  Italian",4.4,408,1400,Maharashtra
1303,1303,Pop Tate's,"R-Mall,Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Chinese,  Italian,  Continental",4.3,319,2000,Maharashtra
1304,1304,Mainland China,"Veera Desai, Andheri West", Andheri West,Mumbai,"Chinese,  Japanese,  Seafood",4.5,364,1800,Maharashtra
1305,1305,Coffee By Di Bella,"Juhu, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,143,700,Maharashtra
1306,1306,TIB - The Ice-cream Bakery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Ice Cream,4.7,3,300,Maharashtra
1307,1307,Global Fusion,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Sushi",4.5,330,2000,Maharashtra
1308,1308,Elementaria Bakery Cafe,"Tian Building,Juhu, Andheri West", Andheri West,Mumbai,"Desserts,  Fast Food",3.6,4,800,Maharashtra
1309,1309,Cafe Contigo,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Asian,  Italian",4.4,15,900,Maharashtra
1310,1310,Pop Tate's,"Morya Classic,Veera Desai, Andheri West", Andheri West,Mumbai,"Chinese,  Italian,  Continental",4.3,250,2000,Maharashtra
1311,1311,Mainland China,"Platinum Techno Park,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Seafood",4.4,314,1800,Maharashtra
1312,1312,Victoria,"Kopar Khairane, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Thai",3.8,34,800,Maharashtra
1313,1313,Nav Chaitanya,"Versova, Andheri West", Andheri West,Mumbai,"Seafood,  Maharashtrian",4.3,22,900,Maharashtra
1314,1314,Tibbs Frankie,"R-Mall,Mulund West, Central Suburbs", Central Suburbs,Mumbai,Fast Food,3.7,20,200,Maharashtra
1315,1315,Satu Shree Veg Restaurant & Fast Food,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian,  Street Food,  Desserts",4.2,25,1000,Maharashtra
1316,1316,Pop Tate's,"Khar West, Bandra", Bandra,Mumbai,"Chinese,  Italian,  Continental",4.6,60,2000,Maharashtra
1317,1317,70 Beans,"Palm Beach Galleria Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  North Indian,  Italian,  Coffee,  Burger",4.7,88,1000,Maharashtra
1318,1318,Facing East,"Juhu, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4.4,286,1800,Maharashtra
1319,1319,Tanatan,"Juhu, Andheri West", Andheri West,Mumbai,"Modern Indian,  North Indian",4.5,262,1000,Maharashtra
1320,1320,Angrezi Dhaba,"Bandra East, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.0,63,1500,Maharashtra
1321,1321,Nisarga - South Coast Hotel,"Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.4,36,900,Maharashtra
1322,1322,Something's Fishy,"The Regenza by Tunga,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Malvani",4.5,80,2000,Maharashtra
1323,1323,Qilaa de Vashi,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Italian,  Oriental ",3.7,46,1200,Maharashtra
1324,1324,Young Chilli,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Oriental ,  North Indian,  Continental,  Asian",3.9,271,1000,Maharashtra
1325,1325,Peninsula Next Pure Veg,"Sion, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Chinese,  Mexican",4.3,130,1200,Maharashtra
1326,1326,Surbhi Malvani Kitchen and Bar,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Malvani",4.3,53,1100,Maharashtra
1327,1327,Pachinco,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Desserts,  Health Food,  Coffee,  Tea",4.7,12,500,Maharashtra
1328,1328,Roti Republiic,"Crescent Royale,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Maharashtrian,  Gujarati,  Bengali,  Health Food,  Assamese",4.6,73,800,Maharashtra
1329,1329,The Food Foundry,"Kopar Khairane, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.1,43,1300,Maharashtra
1330,1330,Lord Forklore,"Sul Building,Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",4.4,29,1000,Maharashtra
1331,1331,Peninsula,"Sion, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Mexican",4.3,115,1500,Maharashtra
1332,1332,Mulk,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"North Indian,  Mughlai",4.6,316,2000,Maharashtra
1333,1333,Glocal Junction,"Andheri Link Road , Andheri West", Andheri West,Mumbai,"Continental,  Fast Food,  North Indian,  European",4.3,582,2200,Maharashtra
1334,1334,New York Burrito Company,"Juhu, Andheri West", Andheri West,Mumbai,Mexican,4.5,8,600,Maharashtra
1335,1335,Brasserie 1935 Kitchen and Bar,"Sion, Central Suburbs", Central Suburbs,Mumbai,"North Indian,  Continental,  Oriental ",4.4,129,1000,Maharashtra
1336,1336,Banana Leaf,"Santacruz West, Bandra", Bandra,Mumbai,"South Indian,  Street Food",4.5,53,1000,Maharashtra
1337,1337,Mad Over Donuts,"Oberoi Mall,Goregaon East, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,39,450,Maharashtra
1338,1338,Tibbs Frankie,"Malad East, North Western", North Western,Mumbai,Fast Food,4.3,3,500,Maharashtra
1339,1339,Sorrentina by Foodhall,"Santacruz West, Bandra", Bandra,Mumbai,"Italian,  Seafood",4.6,34,2500,Maharashtra
1340,1340,Lotus Cafe,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental",4.6,171,3500,Maharashtra
1341,1341,PizzAah! District,"Goregaon West, North Western", North Western,Mumbai,"Italian,  Pizza",3.9,23,600,Maharashtra
1342,1342,Fable,"Ashiyana Apartment,Juhu, Andheri West", Andheri West,Mumbai,"Italian,  Continental,  American,  Fast Food",4.4,314,1800,Maharashtra
1343,1343,Bhukkad Junction,"Rainbow Tower,Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.2,12,600,Maharashtra
1344,1344,Social,"Rohan Plaza,Khar West, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.4,324,2000,Maharashtra
1345,1345,Miniya - Turk,"Crescent Royale,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Italian,  Turkish",4.5,152,2500,Maharashtra
1346,1346,Tsubaki,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.4,6,1200,Maharashtra
1347,1347,One Too Many,"The Regenza by Tunga,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Seafood,  Fast Food",4.4,93,1800,Maharashtra
1348,1348,Live It Up,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Oriental ",4.0,61,1000,Maharashtra
1349,1349,Urban Street Cafe,"Bhavya Plaza,Khar West, Bandra", Bandra,Mumbai,"Fast Food,  North Indian,  Italian,  Asian",4.3,35,600,Maharashtra
1350,1350,Chin Chin Chu,"Navratan Apartment,Juhu, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Health Food,  Cantonese",4.6,69,2500,Maharashtra
1351,1351,Cafe Istaa,"Sion, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Italian,  Desserts",4.5,48,500,Maharashtra
1352,1352,Yazu - Pan Asian Supper Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian,  Korean",4.5,169,2000,Maharashtra
1353,1353,The Orange Mint,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Finger Food,  Italian,  Chinese",3.8,82,1600,Maharashtra
1354,1354,Vedge,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",4.2,941,1500,Maharashtra
1355,1355,Silver Beach Cafe,"Jaldarshan Building,Juhu, Andheri West", Andheri West,Mumbai,"Continental,  Italian",4.4,102,2000,Maharashtra
1356,1356,Pop Tate's,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.6,48,2000,Maharashtra
1357,1357,Roar,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Italian,  Continental,  Asian",3.9,117,1500,Maharashtra
1358,1358,Pastovilla,"DN Nagar, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Mexican",3.9,128,1000,Maharashtra
1359,1359,Cheelizza,"Juhu, Andheri West", Andheri West,Mumbai,"Pizza,  Italian,  Fast Food",4.6,107,600,Maharashtra
1360,1360,Independence Brewing Company,"Boolani Estate Owners Premises CHS,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Finger Food,  Pizza",4.5,202,2000,Maharashtra
1361,1361,The Mint Leaf Kitchen & Bar,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,298,1200,Maharashtra
1362,1362,Asian Kitchen,"Four Points By Sheraton Hotel,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Oriental ",4.0,186,3000,Maharashtra
1363,1363,Kaala Chashma,"Hotel Dhiraj,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Italian",4.3,139,1800,Maharashtra
1364,1364,Sindhful,"Khar West, Bandra", Bandra,Mumbai,"Sindhi,  North Indian,  Chinese",4.2,3,800,Maharashtra
1365,1365,Melting Pot,"Juhu Residency Boutique Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Seafood,  Oriental ",4.4,225,1800,Maharashtra
1366,1366,Urban Tadka,"7 Bungalows, Andheri West", Andheri West,Mumbai,"North Indian,  Mughlai",4.3,151,1600,Maharashtra
1367,1367,Maharaja Bhog,"Juhu, Andheri West", Andheri West,Mumbai,"Gujarati,  North Indian,  Rajasthani",4.3,141,1200,Maharashtra
1368,1368,Family Tree,"Ravi Industries,Thane West, Thane", Thane,Mumbai,"Chinese,  European,  North Indian",4.4,429,1500,Maharashtra
1369,1369,Ten One,"Juhu Residency Boutique Hotel,Juhu, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Gujarati",4.3,181,900,Maharashtra
1370,1370,1 BHK - Brew House Kitchen,"Oshiwara, North Western", North Western,Mumbai,"North Indian,  Italian,  European,  Parsi",4.4,202,2000,Maharashtra
1371,1371,Khao Piyo,"Khar West, Bandra", Bandra,Mumbai,"Italian,  Continental,  North Indian",4.3,65,1200,Maharashtra
1372,1372,Bombay Baking Company,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"Bakery and Confectionary,  Coffee",4.4,44,1500,Maharashtra
1373,1373,Royal Oak Brewery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,136,1800,Maharashtra
1374,1374,The BlueBop Cafe,"Khar West, Bandra", Bandra,Mumbai,"Italian,  American",4.2,52,2600,Maharashtra
1375,1375,Navratree,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  South Indian",3.9,110,800,Maharashtra
1376,1376,Carnivore,"Rainbow Tower,Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",3.5,10,600,Maharashtra
1377,1377,Mad Over Donuts,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.3,33,450,Maharashtra
1378,1378,Tibbs Frankie,"Juhu, Andheri West", Andheri West,Mumbai,Fast Food,3.0,2,200,Maharashtra
1379,1379,The Terrace,"Hotel Kings International,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Continental",4.3,152,1500,Maharashtra
1380,1380,Soul,"Hotel Oriental Residency,Khar West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Fast Food",4.4,101,1500,Maharashtra
1381,1381,The Oasis,"Country Inn and Suites by Radisson,Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.1,8,2500,Maharashtra
1382,1382,Loco Loca,"The Empresa Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Mediterranean,  North Indian,  Spanish",4.3,158,1200,Maharashtra
1383,1383,Burn by KLS Fine Dine,"Veera Desai, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",4.0,1,1400,Maharashtra
1384,1384,Krave - The Multi Cuisine,"Goregaon West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Fast Food",4.5,59,1200,Maharashtra
1385,1385,Silver Beach Cafe,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Italian,  European,  Seafood",4.4,47,2000,Maharashtra
1386,1386,All Elements,"Khar West, Bandra", Bandra,Mumbai,"Fast Food,  Finger Food,  Desserts",4.2,37,1400,Maharashtra
1387,1387,Social,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.3,360,2000,Maharashtra
1388,1388,Sammy Sosa,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Mexican,  Italian,  Continental,  Asian",4.6,530,1600,Maharashtra
1389,1389,Global Buffet,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",4.0,203,2200,Maharashtra
1390,1390,JLWA,"Veera Desai, Andheri West", Andheri West,Mumbai,"European,  Pizza",3.7,21,2100,Maharashtra
1391,1391,Moni's,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.4,58,1500,Maharashtra
1392,1392,Pepper Fry by Kamats,"Thane West, Thane", Thane,Mumbai,"North Indian,  Continental,  Chinese",4.2,143,1200,Maharashtra
1393,1393,Kale & Kaffe,"Laxmi Plaza,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Continental,  Health Food,  Desserts",4.2,10,1200,Maharashtra
1394,1394,It's Mirchi,"Ramee Guestline Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental",4.0,32,1900,Maharashtra
1395,1395,Quarter Flip,"Kenilworth Shopping Arcade,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Seafood",3.6,33,1200,Maharashtra
1396,1396,Persian Darbar,"Moray Mahal,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.4,182,2500,Maharashtra
1397,1397,Once Upon A Dine,"Khar West, Bandra", Bandra,Mumbai,"Health Food,  Italian,  European",4.3,49,1000,Maharashtra
1398,1398,Ministry of Crab,"Khar West, Bandra", Bandra,Mumbai,Seafood,4.0,6,3000,Maharashtra
1399,1399,Drunken Barrel SPORTS BAR,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  North Indian,  Finger Food",3.7,46,1000,Maharashtra
1400,1400,Poco Loco,"Khar West, Bandra", Bandra,Mumbai,"Continental,  Mexican,  Health Food",4.2,78,1900,Maharashtra
1401,1401,Golden Monk,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4.0,7,1500,Maharashtra
1402,1402,Shakey Wakey,"Oshiwara, North Western", North Western,Mumbai,"Juice,  Shakes,  Fast Food",4.7,30,300,Maharashtra
1403,1403,Arbab,"Bandra West, Bandra", Bandra,Mumbai,"Lebanese,  Arabian",4.0,33,900,Maharashtra
1404,1404,The Daily All Day,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Asian",4.5,69,2000,Maharashtra
1405,1405,Suruchi Bhog,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,3,800,Maharashtra
1406,1406,Hangla's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Fast Food,  North Indian",5.0,1,500,Maharashtra
1407,1407,Heng Bok,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Korean,  Seafood",4.5,32,2500,Maharashtra
1408,1408,Coffee By Di Bella Exclusive,"Naupada, Thane", Thane,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,133,700,Maharashtra
1409,1409,Atrangii House Sky Lounge,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.6,75,2000,Maharashtra
1410,1410,Coffee By Di Bella,"Kiran Kunj,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.3,118,700,Maharashtra
1411,1411,Kofuku,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,Japanese,4.4,114,2500,Maharashtra
1412,1412,Pop Tate's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Chinese,  Italian,  Continental",4.3,228,2000,Maharashtra
1413,1413,Mad Over Donuts,"Kamal Building,Bandra West, Bandra", Bandra,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,41,450,Maharashtra
1414,1414,Frozen Bottle,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Desserts,  Shakes,  Ice Cream",4.6,24,500,Maharashtra
1415,1415,Pishu's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Juice,  Shakes,  Fast Food,  Health Food",4.0,2,600,Maharashtra
1416,1416,Mitron,"Crystal Shoppers Paradise,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Japanese,  Continental,  Seafood,  Sushi",3.9,109,2000,Maharashtra
1417,1417,Aromas Cafe,"Bandra West, Bandra", Bandra,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.5,114,1400,Maharashtra
1418,1418,Jade Raven Multicuisine Restaurant and Bar,"Ravi Industries,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.3,161,1500,Maharashtra
1419,1419,Bombay Coffee House,"Neelkamal Building,Bandra West, Bandra", Bandra,Mumbai,"American,  Fast Food,  Coffee",4.3,61,900,Maharashtra
1420,1420,Aromas Cafe,"Oshiwara, North Western", North Western,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.1,62,1000,Maharashtra
1421,1421,Roll Me Crazy,"Bandra West, Bandra", Bandra,Mumbai,"Continental,  Fast Food",4.7,4,800,Maharashtra
1422,1422,99 Pancakes,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",5.0,1,500,Maharashtra
1423,1423,Hakkasan,"Krystal Building,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Seafood,  Cantonese",4.5,311,2500,Maharashtra
1424,1424,Punjabi Rasoi,"Hari Niwas,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai",4.0,1,600,Maharashtra
1425,1425,Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,Tea,4.5,21,500,Maharashtra
1426,1426,Silver Spoon,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",3.0,3,600,Maharashtra
1427,1427,Sazio Fine Dine,"Moraj Palm Paradise,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Chinese,  Continental",4.6,6,1500,Maharashtra
1428,1428,Lucky Restaurant,"Goregaon East, North Western", North Western,Mumbai,"North Indian,  Mughlai,  Chinese",3.9,10,500,Maharashtra
1429,1429,Nom Nom,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Japanese,  Asian,  Oriental ",4.4,102,2000,Maharashtra
1430,1430,Mad Over Donuts,"Shubham Housing Society,Versova, Andheri West", Andheri West,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,25,450,Maharashtra
1431,1431,Wanton House,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Asian,  Seafood,  Fast Food",4.1,4,900,Maharashtra
1432,1432,1441 Pizzeria,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Pizza,  Italian",4.6,213,1200,Maharashtra
1433,1433,Mesa Bistro,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Oriental ",3.5,16,2000,Maharashtra
1434,1434,Coffee By Di Bella,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,145,700,Maharashtra
1435,1435,Cafe Waffles Coffee & More,"Versova, Andheri West", Andheri West,Mumbai,"Desserts,  Coffee,  Drinks",4.4,4,300,Maharashtra
1436,1436,Sai Shraddha Veg Treat,"Shanti Cottage,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  South Indian,  Fast Food",3.9,9,800,Maharashtra
1437,1437,Dhamaka Cafe & Lounge Bar,"Bandra West, Bandra", Bandra,Mumbai,"Italian,  Continental,  Chinese,  Mughlai",4.0,1,1500,Maharashtra
1438,1438,The Calcutta Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Bengali,  North Indian,  Seafood",4.0,38,1000,Maharashtra
1439,1439,The Atrangii House,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",4.4,5,2000,Maharashtra
1440,1440,Social,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.2,224,2000,Maharashtra
1441,1441,New York Burrito Company,"Oshiwara, North Western", North Western,Mumbai,Mexican,4.2,5,600,Maharashtra
1442,1442,Kissa Stories Over Food,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Italian,  Continental,  Mediterranean,  Asian",4.3,12,1500,Maharashtra
1443,1443,Gustoso,"Jharna Apartments,Khar West, Bandra", Bandra,Mumbai,"Italian,  Pizza",4.4,217,2500,Maharashtra
1444,1444,Jamjar Diner,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Mexican,  American,  Health Food",4.4,202,1500,Maharashtra
1445,1445,Mad Over Donuts,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,18,450,Maharashtra
1446,1446,Dinshaw's Xpress Cafe,"Oshiwara, North Western", North Western,Mumbai,"Ice Cream,  Italian,  Continental,  Parsi,  Desserts",4.5,30,1500,Maharashtra
1447,1447,Ottoman Cafe,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",3.0,21,1000,Maharashtra
1448,1448,Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican",5.0,7,900,Maharashtra
1449,1449,New York Burrito Company,"Kalpitam Society,Bandra West, Bandra", Bandra,Mumbai,"Mexican,  Fast Food",4.5,41,600,Maharashtra
1450,1450,Angrezi Patiyalaa,"Khopat, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Asian,  Andhra,  Chettinad,  Fast Food",4.2,88,2000,Maharashtra
1451,1451,Fire Bowl,"Oshiwara, North Western", North Western,Mumbai,"Chinese,  Seafood",3.6,6,800,Maharashtra
1452,1452,Kath N Ghat,"Panch Pakhadi, Thane", Thane,Mumbai,"Maharashtrian,  North Indian,  Seafood",4.5,50,1500,Maharashtra
1453,1453,Lucky Restaurant,"Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Mughlai,  Chinese",3.9,56,500,Maharashtra
1454,1454,Flavors,"Hotel Yogi Metropolitan,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Italian,  Chinese,  Seafood",4.3,94,1500,Maharashtra
1455,1455,Pop Tate's,"Korum Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Italian,  Continental",4.2,404,2000,Maharashtra
1456,1456,Tossin Pizza,"Rizvi Palace,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Pizza,  Italian,  Seafood",4.6,11,1000,Maharashtra
1457,1457,Warehouse KitchenBar,"Malad West, North Western", North Western,Mumbai,"North Indian,  Continental,  Oriental ,  Seafood,  Fast Food",4.2,288,2000,Maharashtra
1458,1458,Shikara,"Hotel Highway View,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.2,70,1800,Maharashtra
1459,1459,Harbour O' Four,"Sun Magnetica Building,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Continental,  Fast Food",4.1,242,1600,Maharashtra
1460,1460,Urban Tadka,"Mohit Height Tower,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Mughlai",4.3,243,1600,Maharashtra
1461,1461,Gajalee,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Seafood,  Malvani,  North Indian",4.5,77,1500,Maharashtra
1462,1462,Mi Hi Koli,"Ajit Darshan Building,Thane West, Thane", Thane,Mumbai,"Seafood,  Maharashtrian,  Malvani",4.0,307,1000,Maharashtra
1463,1463,Frozen Bottle,"Mazgaon, South Mumbai", South Mumbai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.5,19,500,Maharashtra
1464,1464,The Irish House,"Gasper Enclave,Bandra West, Bandra", Bandra,Mumbai,"Continental,  American,  European",4.4,174,2000,Maharashtra
1465,1465,Kasbah Grand,"Chandiwala Arcade,Goregaon West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Asian,  Arabian,  Mughlai",4.1,401,2000,Maharashtra
1466,1466,Green Leaf,"Balwanth Niwas,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.2,55,900,Maharashtra
1467,1467,Mia Cuccinna,"Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Italian,  Continental",4.2,96,2200,Maharashtra
1468,1468,Green Tadka,"Goregaon West, North Western", North Western,Mumbai,"North Indian,  Fast Food,  Chinese,  South Indian",3.6,15,700,Maharashtra
1469,1469,Coffee By Di Bella,"Carlton Court,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,84,700,Maharashtra
1470,1470,Tavaa,"Saqib CHS,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Mughlai,  Seafood",3.8,82,800,Maharashtra
1471,1471,Wow! China by Wow! Momo,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Seafood",4.5,10,1600,Maharashtra
1472,1472,Mamagoto,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",4.5,312,1500,Maharashtra
