,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
5032,Neel Kamal Snacks And Coffee Bar,"Gurukul, West Ahmedabad", West Ahmedabad,Ahmedabad,"Street Food,  Fast Food,  Gujarati",4.6,11,600
5033,The Chocolate Room,"Shree Krishna Center,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.5,2,500
5034,Gormoh,"Rudra Square Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.3,76,1200
5035,Kabhi B,"Twinkle Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.1,4,200
5036,Mirch Masala,"Sumel Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,88,1400
5037,Pizza Tune,"Neelkanth Palace,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",3.4,14,400
5038,Cafe Piano,"The Grand Bhagwati Hotel,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Oriental ,  Fast Food",4.4,253,1000
5039,Parosa,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian",4.2,274,800
5040,Java+,"Courtyard Marriott,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Fast Food",4.3,52,1000
5041,Riviera Restaurant,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.3,42,900
5042,Curries,"Rudra Path Building,S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.5,145,1500
5043,Sizzante,"Shilp Aaron Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Oriental ,  Sizzlers",4.4,243,1000
5044,The Bent Spoon,"3 by OYO - Nami Residency,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Gujarati,  Finger Food",3.2,16,800
5045,Sankalp,"Embassy Market,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,20,500
5046,VarieTea,"Aashna Building,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Coffee,  Tea,  Italian,  Continental,  Fast Food",4.3,124,800
5047,Tinello,"Hyatt Regency,Usmanpura, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Italian,  Asian,  Indian Cuisine",4.4,24,2300
5048,Shree Marutinandan,"Dev Aurum,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.0,59,700
5049,The Grand Thakar,"Dev Arc Complex,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Gujarati,  Chinese",4.5,39,800
5050,Kabhi B,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,2,500
5051,Sankalp,"Sankalp House,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.2,47,500
5052,Vadilal- Hangout,"Kala Siddhi Appartments,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",3.8,3,250
5053,Saffron,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,3.9,22,800
5054,Legends Of Punjab,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.5,5,1000
5055,Kabhi B,"Shilp Corner,Memnagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,1,200
5056,MoMo Cafe,"Courtyard Marriott,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Multi-Cuisine,  Continental,  American",4.1,65,2000
5057,Nini's Kitchen,"Venus Atlantis Business Park,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",4.4,71,1400
5058,1944 Restaurant by Havmor,"Shilp Aaron Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Italian,  Mexican,  World Cuisine,  Desserts",4.6,64,800
5059,Brick Kitchen,"Five Petals Hotel and Banquets,Ghatlodia, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican,  Oriental ",4.5,499,900
5060,Upsouth,"Drive in Road, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,3.3,38,500
5061,Coffee Culture,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Desserts,  Fast Food",4.3,224,900
5062,Highland Park The Restaurant,"Vrundavan Complex,Memnagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,14,600
5063,Sam's Pizza,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.0,23,600
5064,Stuff's Food,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,5.0,7,600
5065,Leaf Restaurant,"Riverview Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",3.4,20,1300
5066,Cafe Soul Square,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Mexican,  Coffee",4.5,15,800
5067,Bikanervala,"Dev Aurum,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Street Food,  Chinese,  Fast Food",4.1,64,700
5068,Hugs with Mugs,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Pizza,  Italian,  Chinese",5.0,1,600
5069,Zodiac,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Continental,  Mughlai",4.6,15,1900
5070,Silver Leaf,"Cama Hotel,Khanpur, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  European,  Oriental ",4.0,29,1200
5071,No Great Shakes,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Shakes,  Ice Cream,  Fast Food",4.3,38,500
5072,Vishalla,"Vasna, West Ahmedabad", West Ahmedabad,Ahmedabad,Gujarati,4.5,46,1200
5073,The Shake Maker,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",2.3,3,400
5074,Shree Annapurna Corner,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Street Food,  Fast Food",4.5,97,500
5075,The Chocolate Room,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.7,4,500
5076,The Pancake Story,"Akshat Complex,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Shakes,  Waffle",4.2,72,500
5077,Fozzie’s Pizzaiolo . Café and Deli,"Maruti Crystal,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food,  Pizza",4.4,173,1000
5078,Sam's Pizza,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Desserts",5.0,1,600
5079,Tephra Lounge Restaurant & Cafe,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican",4.0,78,600
5080,Coffee Culture,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Italian,  Chinese,  Thai,  Mexican",4.4,79,300
5081,Sante Spa Cuisine,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,Health Food,4.7,9,900
5082,SN Blu,"Shailly Complex,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Indian Cuisine",4.3,8,1000
5083,Punjabiyat,"Time Square 2,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.5,32,1300
5084,Agashiye,"The House Of Mg Hotel,Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,Gujarati,4.3,80,1900
5085,Wok On Fire,"Alpha Megacon House,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Asian,  Chinese,  Thai",4.1,13,700
5086,Havmor Restaurant,"Shivalik Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  World Cuisine",4.6,28,800
5087,Dheemi Aanch,"Galaxy Tower,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Seafood,  Mughlai,  Continental",4.3,54,600
5088,Dakshini 24,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"South Indian,  Juice",4.4,53,600
5089,Wind & Water,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,Continental,4.5,30,1500
5090,Kovallam,"Privilon,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,13,700
5091,Shree Marutinandan,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.2,29,700
5092,The Shaka Cafe,"Pushpak Complex,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Chinese,  Continental,  Italian,  Japanese,  Asian",4.5,73,700
5093,Vadilal- Hangout,"Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",3.3,4,250
5094,Wave,"Double Tree by Hilton Ahmedabad,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,108,2000
5095,The Chocolate Room,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",5.0,1,500
5096,The Square,"Novotel Ahmedabad,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Asian",4.0,45,1500
5097,Earthen Oven,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,34,1700
5098,Shree Marutinandan,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.3,45,700
5099,Stuff's Food,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,North Indian,4.0,3,600
5100,FoodInn Restaurant,"Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Biryani",4.1,71,800
5101,Terra,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mexican,  Continental,  Mediterranean",4.5,43,1200
5102,Gwalia Baklawa,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Mithai,  Bakery and Confectionary",5.0,1,500
5103,Masty Foods,"S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Mughlai,  Barbecue,  Biryani",4.0,8,500
5104,The Green House,"The House Of Mg Hotel,Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  South Indian,  Continental,  Gujarati",4.4,48,1200
5105,The Cafe Baraco,"Time Square 2,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Chinese,  Continental,  Mexican,  Fast Food,  Pizza,  Shakes",4.1,47,600
5106,Radhika's Authentic South Indian Food,"Camps Corner 2,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.4,95,500
5107,Gwalia Sweets,"Venus Atlantis Business Park,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mithai,  North Indian,  Chinese,  Street Food",3.6,5,500
5108,The Shake Maker,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,2,400
5109,Cafe De Italiano,"Arista Business Hub,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Desserts,  Fast Food,  Pizza",4.3,143,1000
5110,Essence,"Crowne Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  North Indian",4.4,128,2200
5111,Shree Mahendra Thaal,"Binori Ambit Building,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Gujarati,  Desserts,  Mithai",4.4,142,900
5112,Cafe Upper Crust,"Rivera Arcade,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  European,  Multi-Cuisine,  North Indian,  Chinese,  Continental",4.2,11,1000
5113,Kabhi B,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.6,2,200
5114,Pizza Zone Classic Pizzeria,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.5,3,500
5115,Dana Panee,"Sarkhej, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood",3.7,15,800
5116,Little Italy,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Mexican",4.3,118,1400
5117,Gwalia Sweets,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mithai,  North Indian,  Chinese,  Street Food",4.0,1,500
5118,Khichdi Etc,"Campus Corner 1,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Gujarati",4.7,3,500
5119,Cloves Restaurant and Cafe,"Safal Pegasus,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Fast Food",3.8,168,1100
5120,South Leaf,"Shapath IV,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.1,30,800
5121,La'Freno Pizza,"Shivalik Yash Complex,Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,"Fast Food,  Pizza",4.2,5,500
5122,Tea Post,"JB Tower,Drive in Road, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Tea",3.0,2,300
5123,Grubian,"Juhapura, West Ahmedabad", West Ahmedabad,Ahmedabad,North Indian,4.0,1,600
5124,The Chocolate Room,"Naranpura, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",2.8,5,500
5125,Urban Khichdi,"Camps Corner 2,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Gujarati,  North Indian",4.4,64,700
5126,Eleven 11 Restro Cafe,"Silver Radiance,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian",3.8,33,700
5127,Sphere Lounge,"Ramada Hotel,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Italian,  Fast Food",4.4,75,1000
5128,Latte@Work,"Courtyard by Marriott,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Juice,  Shakes",5.0,1,500
5129,Hocco Eatery,"S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.5,7,500
5130,Palms Kitchen,"Fairfield by Marriott,Usmanpura, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Oriental ,  Chinese,  South Indian",4.1,38,1500
5131,Cascade Lounge,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food",4.0,129,1000
5132,Cheers,"One World Capital,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Ice Cream,  Shakes,  Desserts,  Coffee",4.5,31,400
5133,Sundew,"Ramada Hotel,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental,  Fast Food",4.1,55,1200
5134,Cafe Patio,"Hotel Binori,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Italian,  Fast Food",4.3,41,1500
5135,Balista,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food",4.7,21,600
5136,HOP,"Double Tree by Hilton Ahmedabad,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Continental",4.4,18,1200
5137,Aroma,"Crowne Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Desserts,  Indian Cuisine",4.4,15,1200
5138,Desi Mood,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Mughlai,  Maharashtrian",4.1,21,700
5139,Doner and Gyros,"Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Mediterranean",4.3,39,600
5140,The Little H Resto-Cafe,"Magnifico Building,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Continental,  Chinese,  Thai,  Mexican,  Lebanese",4.3,54,800
5141,Puffizza,"Campus Corner 1,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",4.0,38,700
5142,Prelude,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Pizza,  Mexican",4.4,30,900
5143,Pepper Fusion,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Mexican",4.3,67,1000
5144,The Dark Roast,"Mondeal Square,Prahlad Nagar, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food",4.3,54,900
5145,Falashin Juices And Dishes,"Maple Trade Center,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Health Food,  Shakes",3.3,6,700
5146,Kalapi,"Lal Darwaja, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",3.0,2,600
5147,Candle Light Date N Dinner,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental",3.8,8,1500
5148,Mauve,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Italian,  Asian",4.5,2,1000
5149,Shivshakti Dhaba,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Gujarati,  Rajasthani",3.6,63,500
5150,Aura - All Day Dining,"Courtyard by Marriott,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Asian,  Italian,  Continental,  South Indian,  Desserts",3.9,15,2100
5151,Shree Marutinandan,"Trinity Building,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.1,41,700
5152,Southern Grub - The Taste of South,"Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"South Indian,  Fast Food,  Pizza",4.0,21,500
5153,Numeron Restaurant,"Shivalik Business Centre,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental",4.3,142,800
5154,Massala Theoryy,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Continental,  Mexican,  Indian Cuisine",4.2,41,800
5155,Shree Balaji Garden Restaurant,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.1,12,700
5156,Vadilal Scoop Shop,"Raipur, East Ahmedabad", East Ahmedabad,Ahmedabad,"Ice Cream,  Desserts",5.0,3,300
5157,Hocco Eatery,"Bhadra, East Ahmedabad", East Ahmedabad,Ahmedabad,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",3.9,3,600
5158,The Garden Cafe,"The Fern An Ecotel Hotel,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mexican,  Seafood,  Mughlai",4.0,87,1200
5159,Chai Nashta,"Shivalik Business Centre,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Coffee,  Tea",3.8,14,300
5160,Dravida,"The Fern An Ecotel Hotel,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"South Indian,  Seafood",4.3,69,1500
5161,Palatine Restaurant,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Thai,  Mexican,  Oriental ",4.3,21,800
5162,Lil' Heaven Cafe,"Harmony Icon,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Chinese,  Mexican,  Fast Food",3.8,82,600
5163,Jajarmaan,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican,  Gujarati",4.2,78,900
5164,We Knead It,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary",5.0,3,300
5165,Mirch Masala,"Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Mughlai",5.0,1,800
5166,Silver Dew,"Hotel Silver Cloud,New Wadaj, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Gujarati",4.1,4,700
5167,Kitchen Story,"Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Fast Food,  Chinese",4.0,24,1000
5168,Mirch Masala,"Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.2,6,800
5169,Sankalp,"Shapath Hexa,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,South Indian,4.5,25,500
5170,Shree Marutinandan,"3rd Eye-2,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.1,39,700
5171,Dosawala,"Savan Mall,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"South Indian,  Street Food",4.2,59,500
5172,Shree Marutinandan,"Subhash Bridge, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.3,38,700
5173,R Kitchen,"Renaissance,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Continental,  Asian",4.4,35,1800
5174,Urban Zykaa,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.3,117,800
5175,Kaboose,"Elite Business Hub,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Drinks",4.5,19,800
5176,Gwalia Sweets,"Kalupur, Central Ahmedabad", Central Ahmedabad,Ahmedabad,Mithai,4.0,1,500
5177,Ashray The Restaurant,"Keshav Nagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Sizzlers",4.2,12,400
5178,Hotel Moti Mahal,"Sarkhej, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Seafood,  Fast Food",4.4,5,800
5179,Arose Foods,"Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican",4.3,65,800
5180,Raghuvansi Thal,"Sundaram Arcade,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,Gujarati,3.9,10,500
5181,William John's Pizza,"JBR Arcade,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.2,23,500
5182,Gwalia Sweets,"Shahibaug, North Ahmedabad", North Ahmedabad,Ahmedabad,"Mithai,  Street Food,  Chaat",5.0,1,500
5183,The Shake Maker,"Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"Fast Food,  Shakes",5.0,1,500
5184,Hocco Eatery,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",3.9,2,600
5185,The Shake Maker,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Fast Food,  Shakes",4.7,3,500
5186,Jamanvaar,"Sundaram Arcade,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,Gujarati,3.6,22,300
5187,Kabhi B,"Amrapali Shopping Mall,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.8,8,200
5188,The Shake Maker,"Shahibaug, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Coffee",5.0,1,500
5189,Shree Marutinandan,"Ghatlodia, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.8,19,700
5190,24/7,"The Metropole Hotel,Keshav Nagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",3.4,13,1500
5191,Mirch Masala,"Prime Square,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,38,1400
5192,Haveli Theater Bistro,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Mexican,  Coffee",4.0,57,800
5193,9 Eleven,"Siddhi Vinayak Business Hub,Shahibaug, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Fast Food,  Sizzlers",4.4,112,1000
5194,Jalaram Restaurant,"Maurya Time Square,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Gujarati,  Chinese,  South Indian",4.1,27,600
5195,1944 The HOCCO Kitchen,"Amrapali Complex,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Desserts",4.3,26,800
5196,Kabhi B,"Shahibaug, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.6,8,200
5197,Shree Annapurna Snacks,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Fast Food,  Chinese",4.5,26,400
5198,Gwalia Sweets,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Mithai,  Street Food,  Fast Food",5.0,1,500
5199,The Chocolate Room,"Ozone Solitaire,Sola, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.0,23,500
5200,Sankalp,"Hariom Complex,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,South Indian,4.1,20,500
5201,Crush Coffee,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,Coffee,2.8,5,300
5202,Rasna Restaurant,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  South Indian,  Desserts,  Ice Cream",5.0,3,700
5203,Bawarchee,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental",1.0,1,1600
