,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
3734,Karim's - Original from Jama Masjid Delhi 6,"Times Square,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Mughlai,4.0,145,1000
3735,Coco Cafe,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,"Pizza,  Burger,  Fast Food",3.6,21,700
3736,Gappe Vappe,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Street Food,  Fast Food",2.5,2,500
3737,Top of The World Restaurant,"Tirupathi Reddy Plaza,A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.6,49,1200
3738,Riders Sports Bar,"My Place,L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Oriental ",4.1,126,1300
3739,La Prezzo Woodfire Pizza,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Pizza",4.3,50,600
3740,Cafika,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Italian,  Fast Food,  Desserts",3.4,11,600
3741,Aroma Multicusine Restaurant,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",3.9,36,1100
3742,Qube Cafe,"Hotel Siesta,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",3.7,234,1100
3743,Kumbhakaran Restaurant,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Andhra",3.9,34,900
3744,Beijing Bites,"Sarath City Capital Mall,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,Chinese,4.0,1,400
3745,Frozen Bottle,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Shakes,  Desserts,  Waffle",3.4,4,300
3746,Palanadu Ruchulu,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Biryani",3.5,15,1100
3747,Express By AB's,"Apurupa Silpi,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue",4.5,4,600
3748,Tulip Elite Bar,"Tulip Grand,Uppal, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood",4.2,35,1500
3749,Sky Lounge,"My Place,L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese",4.2,66,1500
3750,Kobe Sizzlers,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Continental,  Asian,  Sizzlers",3.9,158,1200
3751,Turquoise,"Le Meridien Hyderabad,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Continental,  American,  Health Food",2.9,7,2000
3752,Fly Rooftop Lounge,"Kapra, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental,  Fast Food",4.3,6,1000
3753,Urban Asia And Eat India Company,"Times Square,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Mughlai",4.1,379,1100
3754,Coffee N Cakes,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"Chinese,  Coffee,  Desserts,  Fast Food",3.5,56,600
3755,Musine Garden Restaurant,"Sainikpuri, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Mughlai,  Fast Food",4.0,6,800
3756,Raju Gari Vindu,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese",4.2,56,500
3757,Namak-Pinch Of Delight,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Biryani,  Mughlai",3.9,11,600
3758,Al-Beck Mandi,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,Arabian,3.6,8,500
3759,Tabla,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",3.9,175,1200
3760,Chef Baker's,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Desserts",4.0,1,600
3761,The Hyderabad Oven,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,North Indian,4.5,2,500
3762,Komatose,"Fairfield by Marriott Hyderabad Gachibowli,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Sushi",4.1,171,1500
3763,House Of Dosas,"Ratna Arcade,Kompally, Secunderabad", Secunderabad,Hyderabad,South Indian,4.0,6,300
3764,Palamuru Grill,"PPR Complex,Kompally, Secunderabad", Secunderabad,Hyderabad,"Andhra,  North Indian",4.1,150,900
3765,PlayStation,"Tulip Grand,Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Finger Food,  North Indian,  Chinese,  Continental",4.3,199,1100
3766,Saharsh Udupi Grand,"Kothaguda, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian",2.3,11,300
3767,Kulture Sports Bar,"Hoysala inn,Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  South Indian",3.4,31,1500
3768,New Chaitanya Restaurant,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese,  Biryani",3.0,5,500
3769,Lassi Studio,"ECIL, Secunderabad", Secunderabad,Hyderabad,"Juice,  Drinks,  Shakes",4.2,11,200
3770,900 Degree Brick Oven Pizza,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Pizza,  Fast Food",4.3,3,600
3771,Madhura Grand,"Elite Complex,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese",4.4,270,800
3772,The Arabian Mandi,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,Arabian,3.3,7,800
